job_name,mean_salary,min_salary,max_salary,first_grad,second_grad,third_grad,fourth_grad,fiveth_grad,first_department,second_department,third_department,fourth_department,fiveth_department,first_school,second_school,third_school,fourth_school,fiveth_school,first_skill,second_skill,third_skill,fourth_skill,fiveth_skill,number_of_entries ,job_advertisement,total_participants,male_percentage,female_percentage
Kepçe Operatörü,3470,2480,4470,İşletme,İş Makineleri Operatörlüğü,İşletme Yönetimi,Dış Ticaret (MYO),Tarım Makinaları ve Teknolojileri Mühendisliği,Yapı,Maden ve Metal Sanayi,Üretim / Endüstriyel Ürünler,Taşımacılık,Bilişim,Anadolu Üniversitesi,Mustafa Kemal Üniversitesi,Muş Alparslan Üniversitesi,Gaziosmanpaşa Üniversitesi,Fırat Üniversitesi,Forklift Operatörü,Operatör,0,0,0,44,12,1496,84,16
Kıdemli Dijital Pazarlama Yöneticisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kıdemli E-Ticaret Satın Alma Uzmanı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kıdemli İş Analisti,9090,5300,12890,Endüstri Mühendisliği,Bilgisayar Mühendisliği,Matematik Mühendisliği,Matematik,Bilgisayar Teknolojisi ve Programlama (MYO),Bilişim,Finans - Ekonomi,Telekomünikasyon,Sigortacılık,Danışmanlık,Yıldız Teknik Üniversitesi (YTÜ),İstanbul Teknik Üniversitesi (İTÜ),İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),Analiz Yöntemleri,İş Analizi,İş ve süreç analizi,Java,JIRA,114,119,1151,44,56
Kıdemli İş Zekası Uzmanı,9880,5550,14220,Bilgisayar Mühendisliği,Endüstri Mühendisliği,İstatistik,Bilgisayar Teknolojisi ve Programlama (MYO),Elektrik/Elektronik Mühendisliği,Bilişim,Telekomünikasyon,Finans - Ekonomi,Sigortacılık,Danışmanlık,Yıldız Teknik Üniversitesi (YTÜ),İstanbul Üniversitesi (İÜ),Çankaya Üniversitesi,Sakarya Üniversitesi,Anadolu Üniversitesi,ETL,İş Zekası,JavaScript,MS SQL Server,Ms SQL Server - TSQL,23,0,130,66,34
Kıdemli İşe Alım Uzmanı,7060,5600,8670,Çalışma Ekonomisi ve Endüstri İlişkileri,İşletme,Uluslararası İlişkiler,Sosyoloji,Kamu Yönetimi,Danışmanlık,Perakende,Bilişim,Telekomünikasyon,Havacılık,Kocaeli Üniversitesi,Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),Anadolu Üniversitesi,Gazi Üniversitesi,Adobe Photoshop,CRM,Freehand,İnsan Kaynakları,İnsan Kaynakları Yönetimi,6,3,76,18,82
Kıdemli SAP Danışmanı,12170,7820,16520,Endüstri Mühendisliği,Bilgisayar Mühendisliği,İşletme,Matematik Mühendisliği,İktisat,Bilişim,Danışmanlık,Otomotiv,Yapı,Hizmet,İstanbul Teknik Üniversitesi (İTÜ),Marmara Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),CANIAS ERP,ERP Lojistik,MS SQL Server,Oracle,Oracle 11g,11,2,164,63,37
Kıdemli SAP Uzmanı,8050,7300,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Kıdemli Veri Analisti,6050,5500,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Kıdemli Yazılım Mimarı,12730,9030,16440,Bilgisayar Mühendisliği,Bilgisayar Teknolojisi ve Programlama (MYO),Elektrik/Elektronik Mühendisliği,Matematik,Endüstri Mühendisliği,Bilişim,Finans - Ekonomi,Telekomünikasyon,Turizm,Danışmanlık,Ege Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),Boğaziçi Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),Yıldız Teknik Üniversitesi (YTÜ),ASP.NET,ASP.NET Web Api,C#,C++,Hibernate,29,1,267,95,5
Kıdemli Yazılım Mühendisi,9140,5130,13150,Bilgisayar Mühendisliği,Elektrik/Elektronik Mühendisliği,Bilgisayar Teknolojisi ve Programlama (MYO),Elektronik ve Haberleşme Müh.,Yazılım Mühendisliği,Bilişim,Finans - Ekonomi,Telekomünikasyon,Üretim / Endüstriyel Ürünler,Elektrik & Elektronik,Orta Doğu Teknik Üniversitesi (ODTÜ),İstanbul Teknik Üniversitesi (İTÜ),Hacettepe Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),Ege Üniversitesi,ASP.NET,ASP.NET Web Api,C,C#,C++,164,938,1519,85,15
Kıdemli Yazılım Uzmanı,8230,4500,11960,Bilgisayar Mühendisliği,Bilgisayar Teknolojisi ve Programlama (MYO),İşletme,Matematik,Bilgisayar Programcılığı,Bilişim,Finans - Ekonomi,Sigortacılık,Telekomünikasyon,Elektrik & Elektronik,Yıldız Teknik Üniversitesi (YTÜ),Anadolu Üniversitesi,Ege Üniversitesi,İstanbul Üniversitesi (İÜ),Kocaeli Üniversitesi,ASP.NET,ASP.NET Web Api,C#,CSS,CSS3,147,916,908,88,12
Kilit Müşteri Yöneticisi,7050,3490,10620,İşletme,Biyoloji,İktisat,Kamu Yönetimi,Kimya,Sağlık,Kimya,Bilişim,Üretim / Endüstriyel Ürünler,Hızlı Tüketim Malları,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Dokuz Eylül Üniversitesi,Ege Üniversitesi,Adobe Photoshop,CRM,Müşteri Hizmetleri Operasyon Yönetimi,Proje Yönetimi,Saha Satış,50,0,390,71,29
Kimya Mühendisi,3590,2020,5500,Kimya Mühendisliği,Kimya,Rafineri ve Petrokimya (MYO),Kimya Teknolojisi (MYO),Kimya (MYO),Kimya,Tekstil,Gıda,Enerji,Üretim / Endüstriyel Ürünler,Gazi Üniversitesi,Atatürk Üniversitesi,Fırat Üniversitesi,Cumhuriyet Üniversitesi,Ege Üniversitesi,AutoCAD,ISO 9000,ISO 9001,ISO 9001:2000,ISO/IEC 17025,162,260,2499,38,62
Kimya Öğretmeni,3250,2180,4320,Kimya,Kimya Öğretmenliği,Kimya Mühendisliği,Gıda Teknolojisi (MYO),Fen Bilgisi Öğretmenliği,Eğitim,Kimya,Danışmanlık,Sağlık,Gıda,Ondokuz Mayıs Üniversitesi,Gazi Üniversitesi,Marmara Üniversitesi,Karadeniz Teknik Üniversitesi (KTÜ),Atatürk Üniversitesi,GCMS / HPLC,HPLC,0,0,0,201,107,6738,24,76
Kimya Teknikeri,2940,2020,4030,Kimya Teknolojisi (MYO),Kimya (MYO),Kimya,Rafineri ve Petrokimya (MYO),Kozmetik Teknolojisi (MYO),Kimya,Sağlık,Gıda,Maden ve Metal Sanayi,Tekstil,Kocaeli Üniversitesi,Ege Üniversitesi,Gazi Üniversitesi,Kırklareli Üniversitesi,Mersin Üniversitesi,Analiz Yöntemleri,GCMS / HPLC,Kalite / AR-GE,Kimyasal Analiz,Laboratuvar,68,11,1734,36,65
Kimya Teknisyeni,2780,2020,3800,Kimya Teknolojisi (MYO),Kimya (MYO),Kimya,Rafineri ve Petrokimya (MYO),Eczane Hizmetleri (MYO),Kimya,Sağlık,Tekstil,Enerji,Üretim / Endüstriyel Ürünler,Ege Üniversitesi,Kocaeli Üniversitesi,Gazi Üniversitesi,Anadolu Üniversitesi,Kırıkkale Üniversitesi,Analiz Yöntemleri,Kalite / AR-GE,Laboratuvar,0,0,23,12,852,47,53
Kimyager,3070,2020,4150,Kimya,Gıda Teknolojisi (MYO),Kimya (MYO),Kimya Teknolojisi (MYO),Kimya Öğretmenliği,Kimya,Sağlık,Gıda,Maden ve Metal Sanayi,Tekstil,Ege Üniversitesi,Karadeniz Teknik Üniversitesi (KTÜ),Ondokuz Mayıs Üniversitesi,Gazi Üniversitesi,Hacettepe Üniversitesi,Analiz Yöntemleri,GCMS / HPLC,HPLC,ISO 9001,ISO/IEC 17025,215,247,5487,41,59
Kişisel Gelişim Uzmanı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kişisel Verileri Koruma Uzmanı,4750,4000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Klima Teknikeri,3900,2300,5600,İklimlendirme-Soğutma (MYO),Elektrik (MYO),İşletme,Elektronik Teknolojisi,Elektronik Haberleşme (MYO),Elektrik & Elektronik,Yapı,Ev Eşyaları,Otomotiv,Bilişim,Anadolu Üniversitesi,Süleyman Demirel Üniversitesi,Kırıkkale Üniversitesi,İstanbul Üniversitesi (İÜ),Uludağ Üniversitesi,AutoCAD,ELEKTRİK BAKIM ONARIM,Elektrik Kumanda Panoları,Elektrik/Elektronik,İklimlendirme,9,9,434,83,17
Klinik Psikolog,3860,2100,5940,Psikoloji,Rehberlik ve Psikolojik Danışmanlık,Klinik Psikoloji,İşletme,Ekonomi,Sağlık,Eğitim,Hizmet,Danışmanlık,Sigortacılık,İstanbul Üniversitesi (İÜ),İstanbul Bilgi Üniversitesi,Boğaziçi Üniversitesi,Maltepe Üniversitesi,Koç Üniversitesi,SPSS,0,0,0,0,29,47,642,18,82
Kobi Müşteri Temsilcisi,3920,2020,6110,İşletme,İktisat,Kamu Yönetimi,Maliye,Uluslararası İlişkiler,Finans - Ekonomi,Danışmanlık,Telekomünikasyon,Hizmet,Turizm,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Dumlupınar Üniversitesi,Marmara Üniversitesi,Kocaeli Üniversitesi,Bankacılık/Finans,Bireysel Krediler,Cari Hesap ve Finans Takibi,Çek-senet mevzuatı,Finans,23,0,567,58,42
Kobi Portföy Yöneticisi,7310,3770,10850,İşletme,İktisat,Kamu Yönetimi,Maliye,Çalışma Ekonomisi ve Endüstri İlişkileri,Finans - Ekonomi,Telekomünikasyon,İletişim Danışmanlığı,Danışmanlık,Hizmet,Anadolu Üniversitesi,Uludağ Üniversitesi,Dumlupınar Üniversitesi,Karadeniz Teknik Üniversitesi (KTÜ),Selçuk Üniversitesi,Bankacılık/Finans,Bilanço analizi,Bireysel Krediler,Çek-senet mevzuatı,Finans,38,0,425,69,31
Kobi Uzmanı,6350,5000,7840,İşletme,İktisat,Maliye,Kamu Yönetimi,Endüstri Mühendisliği,Finans - Ekonomi,Danışmanlık,Hizmet,Telekomünikasyon,Mobilya & Aksesuar,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Dokuz Eylül Üniversitesi,Selçuk Üniversitesi,Sakarya Üniversitesi,Bankacılık/Finans,Bireysel Krediler,Cari Hesap ve Finans Takibi,Çek-senet mevzuatı,Dış Ticaret,6,0,280,80,20
Koku Uzmanı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komi,2440,2020,2940,Turizm ve Otel İşletmeciliği (MYO),İşletme,Aşçılık (MYO),Turizm İşletmeciliği,İktisat,Turizm,Gıda,Eğlence - Kültür - Sanat,Hizmet,Bilişim,Anadolu Üniversitesi,Akdeniz Üniversitesi,Muğla Üniversitesi,Süleyman Demirel Üniversitesi,Selçuk Üniversitesi,AutoCAD,0,0,0,0,145,19,15152,68,32
Komiser,4850,3000,7280,Güvenlik Bilimleri,İşletme,Kamu Yönetimi,İktisat,İşletme Yönetimi,Güvenlik,Gıda,Hizmet,Danışmanlık,Eğlence - Kültür - Sanat,Polis Akademisi,Anadolu Üniversitesi,Gazi Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),Eskişehir Osmangazi Üniversitesi,Adobe Dreamweaver,Adobe Photoshop,Android Uygulama Geliştirme,İnsan Kaynakları Yönetimi,JavaScript Object Notation (JSON),3,0,206,85,15
Konfigürasyon Mühendisi,6110,2800,9570,Makine Mühendisliği,Endüstri Mühendisliği,Metalurji ve Malzeme Mühendisliği,Elektrik/Elektronik Mühendisliği,Bilgisayar Mühendisliği,Üretim / Endüstriyel Ürünler,Otomotiv,Telekomünikasyon,Havacılık,Yapı,Orta Doğu Teknik Üniversitesi (ODTÜ),Kocaeli Üniversitesi,Dokuz Eylül Üniversitesi,Hacettepe Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),AutoCAD,C#,C++,Catia V5,ERP,6,9,67,54,46
Konsiyerj,0,0,0,Turizm ve Otel İşletmeciliği (MYO),Konaklama İşletmeciliği,Turizm İşletmeciliği,İşletme,Turizm İşletmeciliği ve Otelcilik,Turizm,Hizmet,Danışmanlık,Gıda,Eğlence - Kültür - Sanat,Anadolu Üniversitesi,Akdeniz Üniversitesi,İstanbul Üniversitesi (İÜ),Balıkesir Üniversitesi,Dokuz Eylül Üniversitesi,Planlama Ve Organizasyon,0,0,0,0,0,0,210,65,35
Konsolidasyon Yöneticisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konsolos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstrüksiyon Mühendisi,4370,2500,8460,Makine Mühendisliği,İnşaat Mühendisliği,Gemi İnşa Mühendisliği,Otomotiv Mühendisliği,Gemi İnşaatı ve Gemi Makineleri Mühendisliği,Otomotiv,Yapı,Enerji,Üretim / Endüstriyel Ürünler,Hizmet,İstanbul Teknik Üniversitesi (İTÜ),Kocaeli Üniversitesi,Uludağ Üniversitesi,İstanbul Üniversitesi (İÜ),Sakarya Üniversitesi,Ansys,Ansys Workbench,AutoCAD,Autodesk Inventor,CATIA,3,0,105,85,15
Konstrüktör,5400,2380,8910,Makine (MYO),Makine-Resim-Konstrüksiyon (MYO),Makine Mühendisliği,Tasarım ve Konstrüksiyon Öğretmenliği,Makine Resmi ve Konstrüksiyonu Öğretmenliği,Otomotiv,Üretim / Endüstriyel Ürünler,Hizmet,Yapı,Enerji,Sakarya Üniversitesi,Gazi Üniversitesi,Afyon Kocatepe Üniversitesi,Bülent Ecevit Üniversitesi,Anadolu Üniversitesi,AutoCAD,Bakım Planlama,CAD/CAM,CATIA,Catia V5,7,1,143,82,18
Kontrol Mühendisi,3880,2020,5780,İnşaat Mühendisliği,Makine Mühendisliği,Elektrik/Elektronik Mühendisliği,Jeoloji Mühendisliği,İnşaat (MYO),Yapı,Hizmet,Enerji,Elektrik & Elektronik,Maden ve Metal Sanayi,Karadeniz Teknik Üniversitesi (KTÜ),Yıldız Teknik Üniversitesi (YTÜ),Fırat Üniversitesi,Selçuk Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),AutoCAD,Bina Mekanik Sistemleri,Bina Sıhhi Tesisatı,Borulama,Fiyat Analizleri,157,5,4166,84,16
Kontrol ve Otomasyon Teknikeri,3720,2600,5400,Kontrol ve Otomasyon Teknolojisi,Endüstriyel Otomasyon (MYO),Mekatronik (MYO),Elektronik Teknolojisi,Elektrik (MYO),Elektrik & Elektronik,Bilişim,Enerji,Yapı,Gıda,Kocaeli Üniversitesi,Düzce Üniversitesi,Akdeniz Üniversitesi,Ege Üniversitesi,Mersin Üniversitesi,AutoCAD,Devre Tasarımı,Elektrik Kumanda Panoları,Elektrik Motorları,Elektrik/Elektronik,15,3,360,88,12
Kontrolör,4160,2020,6510,İşletme,İktisat,İnşaat Mühendisliği,Şehir Planlama,İnşaat (MYO),Hizmet,Yapı,Finans - Ekonomi,Otomotiv,Tarım / Ziraat,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Ankara Üniversitesi,Ege Üniversitesi,Gazi Üniversitesi,AutoCAD,Bankacılık/Finans,Depo Ve Stok Yönetimi,IFRS (Uluslararası finansal raporlama standartları),İstatistiksel analiz,30,3,1341,63,37
Koreograf,3500,2500,5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Köpek Eğitmeni,0,0,0,Muhasebe (MYO),Laborant ve Veteriner Sağlık  (MYO),Sivil Hava Ulaştırma İşletmeciliği (MYO),Bilgisayar Teknolojisi ve Programlama (MYO),Atçılık İşletmeciliği (MYO),Hayvancılık,Eğitim,Güvenlik,Tarım / Ziraat,Havacılık,Anadolu Üniversitesi,Selçuk Üniversitesi,İstanbul Üniversitesi (İÜ),Çanakkale 18 Mart Üniversitesi,Balıkesir Üniversitesi,Elektrik/Elektronik,İş Sağlığı Ve Güvenliği,OHSAS 18001 İşçi Sağlığı ve İş Güvenliği Standartı,0,0,0,1,61,78,22
Köşe Yazarı,0,0,0,Gazetecilik,Psikoloji,Uluslararası İlişkiler,İşletme,Türk Dili ve Edebiyatı,Medya,Basım - Yayın,Bilişim,Eğitim,Eğlence - Kültür - Sanat,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Ankara Üniversitesi,Marmara Üniversitesi,Kocaeli Üniversitesi,Adobe Photoshop,AutoCAD,Finans,Genel Muhasebe,Metin Yazarlığı,0,0,492,43,57
Kreatif Direktör,7320,3990,10640,Grafik Tasarımı,Görsel İletişim Tasarımı,İşletme,Halkla İlişkiler ve Reklamcılık,Moda ve Tekstil Tasarımı,Reklam ve Tanıtım,Medya,Tekstil,Basım - Yayın,Bilişim,Anadolu Üniversitesi,Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),Dokuz Eylül Üniversitesi,Mimar Sinan Güzel Sanatlar Üniversitesi,3D Studio Max,3D Tasarım ve Modelleme Uygulaması,Adobe After Effects,Adobe Dreamweaver,Adobe Illustrator,30,2,246,66,34
Kredi Analisti,5870,2400,9900,İşletme,İktisat,Endüstri Mühendisliği,Ekonomi,Matematik,Finans - Ekonomi,Otomotiv,Hizmet,Danışmanlık,Enerji,Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),Anadolu Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),İstanbul Teknik Üniversitesi (İTÜ),Bankacılık/Finans,Bilanço analizi,Finansal Analiz,Finansal Raporlama,Finansal tablo analizi,20,1,255,48,52
Kredi Derecelendirme Uzmanı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kredi Tahsis Uzmanı,8040,4000,12090,İşletme,İktisat,İktisat (İngilizce),İşletme (İngilizce),Matematik,Finans - Ekonomi,Danışmanlık,Otomotiv,Hizmet,Bilişim,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Dokuz Eylül Üniversitesi,Anadolu Üniversitesi,Gazi Üniversitesi,Bankacılık/Finans,Bilanço analizi,Finans,Finansal Analiz,Finansal Raporlama,27,0,508,44,56
Kredi Uzmanı,4380,2900,6690,İşletme,İktisat,Maliye,İşletme (İngilizce),Kamu Yönetimi,Finans - Ekonomi,Otomotiv,Hizmet,Danışmanlık,Turizm,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Dokuz Eylül Üniversitesi,Kocaeli Üniversitesi,Marmara Üniversitesi,Bireysel Krediler,Cari Hesap ve Finans Takibi,Finansal Analiz,Finansal planlama/kontrol,Finansal Raporlama,7,2,194,37,63
Kreş Öğretmeni,2480,2020,3260,Çocuk Gelişimi (MYO),Sosyal Hizmetler,Çocuk Gelişimi ve Eğitimi,İlahiyat,Çocuk Gelişimi ve Eğitimi Öğretmenliği,Eğitim,Hizmet,Gıda,Turizm,Eğlence - Kültür - Sanat,Anadolu Üniversitesi,Atatürk Üniversitesi,Süleyman Demirel Üniversitesi,Kırıkkale Üniversitesi,Kırklareli Üniversitesi,Çocuk Gelişimi,Ön Muhasebe,0,0,0,4,0,511,15,85
Kule Vinç Operatörü,4430,3280,5570,İşletme,İnşaat (MYO),Kamu Yönetimi,Elektrik (MYO),İktisat,Yapı,Üretim / Endüstriyel Ürünler,Maden ve Metal Sanayi,Denizcilik,Bilişim,Anadolu Üniversitesi,Atatürk Üniversitesi,Dumlupınar Üniversitesi,Karadeniz Teknik Üniversitesi (KTÜ),Gazi Üniversitesi,Elektrik Kumanda Panoları,Forklift Operatörü,Tavan Vinç Operatörü,Üst Yapı İnşaatları,0,54,0,1748,90,10
Kullanıcı Deneyimi Uzmanı,5330,2500,9350,Endüstri Ürünleri Tasarımı,Endüstriyel Tasarım,Bilgisayar Teknolojisi ve Programlama (MYO),Grafik Tasarımı,İşletme,Bilişim,Finans - Ekonomi,Danışmanlık,Ticaret,Medya,Orta Doğu Teknik Üniversitesi (ODTÜ),İstanbul Teknik Üniversitesi (İTÜ),Anadolu Üniversitesi,İhsan Doğramacı Bilkent Üniversitesi,İstanbul Aydın Üniversitesi,Adobe After Effects,Adobe Dreamweaver,Adobe Flash,Adobe Illustrator,Adobe Photoshop,10,19,179,51,49
Kurgu Yönetmeni,4270,2750,6530,Radyo - Sinema ve Televizyon,Radyo ve Televizyon Programcılığı (MYO),Sinema ve Televizyon,Radyo ve Televizyon Yayımcılığı (MYO),İşletme,Medya,Reklam ve Tanıtım,Basım - Yayın,Eğlence - Kültür - Sanat,Bilişim,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),İstanbul Aydın Üniversitesi,Gazi Üniversitesi,Marmara Üniversitesi,Adobe After Effects,Adobe Illustrator,Adobe Photoshop,Adobe Photoshop CC,Adobe Premiere,11,0,351,79,21
Kurumsal Danışman,0,0,0,İşletme,İktisat,İşletme Yönetimi,Bilgisayar Teknolojisi ve Programlama (MYO),Dış Ticaret (MYO),Telekomünikasyon,Danışmanlık,Hizmet,Bilişim,Eğitim,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Kocaeli Üniversitesi,Selçuk Üniversitesi,Çukurova Üniversitesi,İnsan Kaynakları Yönetimi,0,0,0,0,0,0,262,51,49
Kurumsal İletişim Direktörü,6330,3500,10210,İşletme,Halkla İlişkiler ve Tanıtım,Gazetecilik,Halkla İlişkiler,Kamu Yönetimi,Eğitim,Sağlık,Medya,Reklam ve Tanıtım,Danışmanlık,İstanbul Üniversitesi (İÜ),Anadolu Üniversitesi,Marmara Üniversitesi,Boğaziçi Üniversitesi,Uludağ Üniversitesi,Adobe Photoshop,Dijital Pazarlama,Marketing,Mikro,Pazarlama Stratejisi,11,9,289,29,71
Kurumsal İletişim Müdürü,6700,3390,10810,İşletme,Halkla İlişkiler ve Tanıtım,Gazetecilik,Halkla İlişkiler,Halkla İlişkiler ve Reklamcılık,Sağlık,Eğitim,Gıda,Topluluklar,Yapı,İstanbul Üniversitesi (İÜ),Anadolu Üniversitesi,Marmara Üniversitesi,İstanbul Bilgi Üniversitesi,Boğaziçi Üniversitesi,Adobe Illustrator,Adobe Photoshop,Dijital Pazarlama,Google Adwords Kampanya Yönetimi,Marketing communications,51,62,568,26,74
Kurumsal İletişim Uzman Yardımcısı,3210,2020,4810,Halkla İlişkiler ve Tanıtım,İşletme,Halkla İlişkiler,Uluslararası İlişkiler,Halkla İlişkiler ve Reklamcılık,Finans - Ekonomi,Topluluklar,Sağlık,Eğitim,Hizmet,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Anadolu Üniversitesi,İstanbul Bilgi Üniversitesi,Bahçeşehir Üniversitesi,Adobe Illustrator,Adobe Photoshop,Dijital Pazarlama,Photoshop,Sosyal Medya Yönetimi,17,49,202,25,75
Kurumsal İletişim Uzmanı,3770,2020,5580,Halkla İlişkiler ve Tanıtım,İşletme,Halkla İlişkiler ve Reklamcılık,Gazetecilik,Radyo - Sinema ve Televizyon,Eğitim,Sağlık,Yapı,Topluluklar,Hizmet,Anadolu Üniversitesi,Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),Kocaeli Üniversitesi,Yeditepe Üniversitesi,Adobe Illustrator,Adobe Photoshop,Dijital Pazarlama,Halkla İlişkiler,Pazarlama Stratejisi,127,180,1228,25,75
Kurumsal İletişim Yöneticisi / Yönetmeni,6280,3000,10210,Halkla İlişkiler ve Tanıtım,İşletme,Halkla İlişkiler ve Reklamcılık,Halkla İlişkiler,Gazetecilik,Eğitim,Reklam ve Tanıtım,Yapı,Finans - Ekonomi,Bilişim,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Anadolu Üniversitesi,Kocaeli Üniversitesi,Ege Üniversitesi,Adobe Illustrator,Adobe Photoshop,CRM,Dijital Pazarlama,Google Adwords Kampanya Yönetimi,23,62,431,23,77
Kurumsal İlişkiler Uzmanı,4910,3500,7680,İşletme,Uluslararası İlişkiler,İktisat,İşletme (İngilizce),Turizm ve Otel İşletmeciliği (MYO),Sağlık,Eğitim,Gıda,Hizmet,Bilişim,Anadolu Üniversitesi,Ankara Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),French,Halkla İlişkiler,Proje Yönetimi,Raporlama,Sosyal Medya Yönetimi,4,0,125,34,66
Kurumsal Müşteri Temsilcisi,2760,2020,3710,İşletme,İktisat,Kamu Yönetimi,Halkla İlişkiler ve Tanıtım,Uluslararası İlişkiler,Telekomünikasyon,Hizmet,Bilişim,Finans - Ekonomi,Taşımacılık,Anadolu Üniversitesi,Atatürk Üniversitesi,İstanbul Üniversitesi (İÜ),Dumlupınar Üniversitesi,Selçuk Üniversitesi,Adobe Photoshop,CRM,Photoshop,SAP,Satış Yönetimi,44,3,1954,39,61
Kurumsal Pazarlama Uzmanı,2840,2020,3720,İşletme,İktisat,İşletme (İngilizce),Uluslararası İlişkiler,Sağlık Yönetimi,Sağlık,Finans - Ekonomi,Hizmet,Telekomünikasyon,Sigortacılık,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Uludağ Üniversitesi,Karadeniz Teknik Üniversitesi (KTÜ),Adobe Photoshop,AutoCAD,Bankacılık/Finans,Bütçe planlama ve raporlama,Dijital Pazarlama,25,133,510,54,46
Kurumsal Satış Danışmanı,3070,2020,4470,İşletme,Kamu Yönetimi,İktisat,Çalışma Ekonomisi ve Endüstri İlişkileri,Bilgisayar Teknolojisi ve Programlama (MYO),Telekomünikasyon,Tekstil,Bilişim,İletişim Danışmanlığı,Hizmet,Anadolu Üniversitesi,Kocaeli Üniversitesi,Süleyman Demirel Üniversitesi,İstanbul Üniversitesi (İÜ),Selçuk Üniversitesi,Genel Muhasebe,Kurumsal Satış,Satış Yönetimi,0,0,49,23,2475,59,41
Kurumsal Satış Müdürü,5730,2200,9310,İşletme,İktisat,Bilgisayar Teknolojisi ve Programlama (MYO),Turizm İşletmeciliği,Turizm - Otelcilik,Telekomünikasyon,Bilişim,Turizm,Eğitim,Sigortacılık,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Uludağ Üniversitesi,Çukurova Üniversitesi,AutoCAD,Bütçe planlama ve raporlama,CRM,Depo Ve Lojistik Yönetimi,İş ve süreç analizi,17,94,614,66,34
Kurumsal Satış Temsilcisi,2410,2020,3260,İşletme,İktisat,Kamu Yönetimi,Bilgisayar Teknolojisi ve Programlama (MYO),Turizm ve Otel İşletmeciliği (MYO),Telekomünikasyon,Bilişim,İletişim Danışmanlığı,Turizm,Hizmet,Anadolu Üniversitesi,Dokuz Eylül Üniversitesi,İstanbul Üniversitesi (İÜ),Kocaeli Üniversitesi,Dumlupınar Üniversitesi,Adobe Photoshop,AutoCAD,Satış Yönetimi,0,0,38,25,1272,73,27
Kurumsal Satış Uzmanı,3540,2220,4860,İşletme,Uluslararası İlişkiler,İktisat,Pazarlama (MYO),Kamu Yönetimi,Telekomünikasyon,Bilişim,Sigortacılık,Hizmet,Turizm,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Kocaeli Üniversitesi,Sakarya Üniversitesi,Uludağ Üniversitesi,Bütçe planlama ve raporlama,CRM,Kurumsal Satış,Pazarlama Stratejisi,Proje Yönetimi,40,309,851,60,40
